left_pokemon_type_1,left_pokemon_type_2,left_pokemon_fast_move,left_pokemon_charge_move_1,left_pokemon_charge_move_2,left_pokemon_fast_move_type,left_pokemon_charge_move_1_type,left_pokemon_charge_move_2_type,left_pokemon_dex,left_pokemon_attack,left_pokemon_defense,left_pokemon_stamina,left_pokemon_overall,right_pokemon_type_1,right_pokemon_type_2,right_pokemon_fast_move,right_pokemon_charge_move_1,right_pokemon_charge_move_2,right_pokemon_fast_move_type,right_pokemon_charge_move_1_type,right_pokemon_charge_move_2_type,right_pokemon_dex,right_pokemon_attack,right_pokemon_defense,right_pokemon_stamina,right_pokemon_overall,winner
7.0,8.0,25.0,21.0,71.0,7,7,3,6,132.2,108.3,117,78.5,6.0,0.0,16.0,47.0,34.0,6,6,6,891,136.6,95.6,125,66.9,0
6.0,8.0,97.0,102.0,4.0,14,6,8,701,128.9,108.8,124,78.9,18.0,0.0,93.0,292.0,84.0,11,18,11,186,114.7,121.7,140,77.6,1
2.0,9.0,119.0,104.0,191.0,9,2,16,302,121.0,123.5,124,88.9,6.0,0.0,20.0,47.0,276.0,6,6,10,128,127.8,123.1,111,76.1,0
4.0,10.0,134.0,273.0,176.0,4,4,9,479,129.2,143.2,93,61.6,10.0,0.0,36.0,143.0,258.0,1,10,6,754,126.9,114.6,121,86.5,0
10.0,14.0,97.0,245.0,186.0,14,14,10,315,139.6,107.3,107,54.8,9.0,10.0,40.0,230.0,227.0,9,9,10,711,116.6,136.9,121,81.1,0
12.0,5.0,102.0,289.0,58.0,12,12,5,38,115.1,133.6,126,84.5,1.0,8.0,38.0,4.0,41.0,8,8,1,666,133.0,84.5,150,63.4,0
2.0,15.0,105.0,258.0,104.0,15,6,2,687,118.5,117.1,136,88.7,8.0,0.0,116.0,242.0,184.0,11,8,2,822,119.1,104.1,152,70.0,0
6.0,0.0,16.0,47.0,279.0,6,6,12,237,121.7,151.3,100,74.5,1.0,0.0,36.0,296.0,4.0,1,1,8,402,127.7,88.0,155,79.9,1
2.0,0.0,123.0,55.0,141.0,2,2,13,197,90.2,177.0,155,82.0,18.0,14.0,99.0,13.0,131.0,14,18,12,211,130.5,105.5,123,84.7,0
4.0,14.0,1.0,293.0,194.0,14,4,6,849,140.8,94.3,119,83.5,16.0,11.0,95.0,253.0,215.0,11,16,16,76,125.2,121.7,117,74.4,1
18.0,0.0,23.0,260.0,295.0,3,18,13,350,113.2,132.2,132,72.9,9.0,2.0,129.0,218.0,230.0,2,16,9,442,121.2,146.4,104,85.0,0
17.0,16.0,92.0,218.0,26.0,17,16,13,304,114.3,131.1,127,83.5,1.0,18.0,36.0,296.0,11.0,1,1,18,768,125.2,133.6,107,91.9,1
2.0,3.0,21.0,55.0,26.0,3,2,13,634,121.0,109.2,140,82.6,12.0,0.0,114.0,19.0,230.0,16,12,9,362,115.2,120.1,140,82.0,1
18.0,11.0,93.0,125.0,244.0,11,18,14,260,123.0,108.6,136,86.4,1.0,17.0,10.0,172.0,276.0,17,2,10,212,137.9,110.3,106,87.2,0
7.0,9.0,77.0,230.0,95.0,7,9,7,937,136.9,114.0,105,71.5,10.0,6.0,136.0,105.0,258.0,10,10,6,652,119.9,124.6,125,82.4,0
18.0,16.0,139.0,260.0,9.0,18,18,16,564,113.9,132.0,130,67.2,17.0,5.0,4.0,104.0,187.0,9,2,5,707,119.0,134.2,118,83.7,1
14.0,8.0,3.0,188.0,230.0,8,14,9,169,121.8,115.7,130,68.9,1.0,10.0,8.0,86.0,240.0,1,10,1,541,106.7,147.9,133,72.1,0
10.0,0.0,11.0,4.0,186.0,10,8,10,556,136.8,93.6,128,56.5,2.0,6.0,29.0,282.0,104.0,2,6,2,559,120.4,122.1,126,70.4,1
16.0,8.0,106.0,9.0,71.0,13,16,3,566,160.1,76.0,115,62.0,13.0,0.0,86.0,277.0,297.0,13,13,4,233,123.7,115.7,127,64.9,0
3.0,0.0,23.0,71.0,13.0,3,3,18,611,145.5,89.3,119,75.8,1.0,0.0,36.0,296.0,4.0,1,1,8,402,127.7,88.0,155,79.9,1
6.0,0.0,87.0,120.0,34.0,6,6,6,619,143.6,93.8,116,36.3,18.0,17.0,91.0,125.0,78.0,17,18,8,395,125.8,115.9,122,80.1,1
9.0,3.0,119.0,176.0,230.0,9,9,9,487,119.5,103.5,152,81.7,7.0,8.0,25.0,21.0,71.0,7,7,3,6,132.2,108.3,117,78.5,1
4.0,0.0,137.0,268.0,128.0,4,4,13,894,152.3,82.4,117,70.1,7.0,16.0,30.0,293.0,216.0,7,4,16,59,132.4,100.0,127,66.0,0
17.0,9.0,40.0,230.0,191.0,9,9,16,1000,135.7,106.2,114,75.0,1.0,7.0,25.0,95.0,41.0,7,7,1,636,131.7,99.2,130,66.7,1
13.0,10.0,130.0,293.0,276.0,13,4,10,585,109.2,96.6,142,55.7,15.0,0.0,4.0,205.0,230.0,9,15,9,358,120.2,120.2,129,74.1,0
5.0,8.0,28.0,205.0,58.0,5,15,5,176,110.6,150.0,122,88.0,15.0,0.0,15.0,201.0,230.0,15,15,9,196,147.6,104.1,98,63.1,1
13.0,0.0,129.0,260.0,111.0,2,18,10,676,116.6,122.9,134,78.9,9.0,8.0,40.0,137.0,230.0,9,12,9,426,119.8,75.0,208,87.4,1
15.0,0.0,15.0,262.0,109.0,15,13,15,481,124.1,125.8,116,62.3,13.0,0.0,14.0,13.0,273.0,5,18,4,573,135.5,95.9,127,62.5,0
15.0,0.0,15.0,201.0,230.0,15,15,9,196,147.6,104.1,98,63.1,10.0,0.0,136.0,192.0,216.0,10,10,16,465,121.8,112.0,135,72.1,1
12.0,0.0,102.0,289.0,24.0,12,12,12,351,113.4,119.6,146,79.3,16.0,5.0,112.0,191.0,164.0,16,16,5,703,84.9,247.9,126,90.3,0
15.0,0.0,104.0,230.0,58.0,15,9,5,64,163.7,90.1,92,39.6,18.0,11.0,93.0,13.0,253.0,11,18,16,195,111.3,112.0,161,88.9,1
3.0,8.0,21.0,242.0,164.0,3,8,5,334,103.4,153.3,136,81.7,1.0,0.0,130.0,240.0,58.0,13,1,5,314,111.1,136.8,132,58.5,1
18.0,6.0,143.0,47.0,11.0,8,6,18,914,137.9,97.1,121,72.4,2.0,3.0,21.0,38.0,99.0,3,2,17,635,136.6,103.5,116,79.9,0
1.0,17.0,36.0,296.0,265.0,1,1,13,649,141.1,111.7,100,82.6,10.0,8.0,89.0,111.0,86.0,10,10,10,492,138.1,93.6,124,55.7,0
17.0,14.0,92.0,182.0,114.0,17,7,17,966,135.7,106.6,114,63.4,12.0,0.0,74.0,19.0,258.0,12,12,6,555,151.3,71.4,137,62.7,1
4.0,0.0,134.0,293.0,230.0,4,4,9,243,130.9,110.1,118,79.4,16.0,0.0,129.0,253.0,79.0,2,16,11,745,144.6,92.0,117,63.5,0
12.0,0.0,74.0,19.0,26.0,12,12,13,713,112.9,142.5,124,79.6,18.0,11.0,93.0,13.0,253.0,11,18,16,195,111.3,112.0,161,88.9,0
12.0,15.0,15.0,19.0,205.0,15,12,15,124,142.2,101.5,109,53.5,14.0,2.0,97.0,52.0,276.0,14,2,10,435,121.7,95.2,157,80.2,1
1.0,8.0,38.0,4.0,41.0,8,8,1,666,133.0,84.5,150,63.4,13.0,0.0,93.0,251.0,154.0,11,13,1,626,118.9,115.9,136,68.8,1
4.0,0.0,1.0,62.0,52.0,14,4,2,603,123.2,110.9,133,71.7,2.0,3.0,21.0,38.0,99.0,3,2,17,635,136.6,103.5,116,79.9,1
9.0,7.0,25.0,86.0,94.0,7,10,7,608,133.3,97.1,130,60.7,9.0,0.0,40.0,230.0,55.0,9,9,2,429,133.8,120.8,104,68.2,1
10.0,0.0,136.0,192.0,216.0,10,10,16,465,121.8,112.0,135,72.1,2.0,8.0,123.0,55.0,4.0,2,2,8,630,92.3,149.2,176,91.8,1
12.0,11.0,102.0,135.0,118.0,12,12,11,473,136.2,87.4,137,76.7,10.0,0.0,130.0,26.0,227.0,13,13,10,387,112.6,105.0,135,52.3,0
11.0,0.0,116.0,218.0,172.0,11,16,2,28,120.5,121.1,126,81.5,7.0,15.0,31.0,21.0,168.0,7,7,7,655,132.6,115.6,109,67.0,1
18.0,15.0,15.0,13.0,201.0,15,18,15,779,137.3,100.4,118,74.4,15.0,8.0,3.0,7.0,4.0,8,8,8,741,130.9,101.4,128,61.2,1
2.0,12.0,123.0,19.0,104.0,2,12,2,461,143.1,103.4,106,65.8,15.0,0.0,129.0,200.0,273.0,2,15,4,678,117.6,124.5,130,62.4,1
5.0,8.0,28.0,205.0,58.0,5,15,5,176,110.6,150.0,122,88.0,9.0,0.0,40.0,133.0,235.0,9,12,9,356,103.1,198.9,106,92.4,1
16.0,17.0,121.0,253.0,97.0,16,16,7,411,81.1,246.7,138,89.2,1.0,14.0,15.0,245.0,240.0,15,14,1,269,95.0,148.7,142,64.5,1
11.0,2.0,95.0,52.0,84.0,11,2,11,552,133.6,87.4,142,71.9,18.0,11.0,93.0,13.0,253.0,11,18,16,195,111.3,112.0,161,88.9,0
2.0,12.0,75.0,19.0,104.0,12,12,2,215,135.5,110.7,110,66.6,6.0,14.0,119.0,47.0,4.0,9,6,8,903,146.0,95.3,110,78.5,0
10.0,17.0,108.0,143.0,172.0,10,10,2,798,170.7,98.8,78,68.2,15.0,0.0,129.0,200.0,273.0,2,15,4,678,117.6,124.5,130,62.4,0
9.0,10.0,4.0,111.0,104.0,9,10,2,710,114.3,116.0,126,76.4,15.0,0.0,15.0,201.0,230.0,15,15,9,196,147.6,104.1,98,63.1,1
1.0,8.0,79.0,7.0,240.0,1,8,1,267,146.4,81.9,128,59.7,15.0,0.0,15.0,55.0,200.0,15,2,15,605,134.0,94.7,132,54.6,1
16.0,17.0,124.0,216.0,297.0,4,16,4,476,96.8,200.0,119,73.5,14.0,0.0,97.0,244.0,166.0,14,14,11,88,121.5,88.0,171,78.8,0
13.0,0.0,4.0,4.0,213.0,9,8,13,424,133.9,99.9,124,64.1,15.0,0.0,15.0,216.0,55.0,15,16,2,606,134.4,105.7,116,55.2,0
16.0,11.0,5.0,9.0,60.0,2,16,11,247,121.1,112.7,136,55.5,14.0,0.0,97.0,270.0,55.0,14,4,2,89,117.3,111.3,146,76.2,1
7.0,6.0,25.0,21.0,216.0,7,7,16,500,137.9,79.9,147,68.4,10.0,0.0,136.0,26.0,86.0,10,13,10,651,115.4,130.0,129,74.1,1
14.0,8.0,3.0,188.0,230.0,8,14,9,169,121.8,115.7,130,68.9,2.0,8.0,29.0,78.0,104.0,2,8,2,198,143.5,80.9,134,62.5,0
15.0,0.0,104.0,230.0,58.0,15,9,5,64,163.7,90.1,92,39.6,9.0,10.0,40.0,230.0,227.0,9,9,10,711,117.0,153.4,106,79.8,0
14.0,8.0,143.0,188.0,230.0,8,14,9,42,118.7,113.7,140,75.5,5.0,0.0,136.0,58.0,200.0,10,5,15,670,114.3,133.7,128,71.6,1
18.0,4.0,139.0,260.0,273.0,18,18,4,171,104.8,104.8,194,85.1,1.0,2.0,129.0,296.0,276.0,2,1,10,920,132.9,104.1,121,80.5,1
4.0,0.0,124.0,293.0,95.0,4,4,7,523,137.7,95.5,123,62.9,6.0,12.0,7.0,133.0,34.0,18,12,6,740,136.8,87.9,135,60.5,1
6.0,0.0,16.0,258.0,154.0,6,6,1,870,128.2,119.8,113,68.4,11.0,9.0,95.0,235.0,34.0,11,9,6,622,119.3,89.9,141,78.8,1
2.0,0.0,123.0,55.0,141.0,2,2,13,197,90.2,177.0,155,82.0,11.0,0.0,95.0,276.0,26.0,11,10,13,232,125.8,112.0,126,83.6,1
16.0,0.0,86.0,253.0,103.0,13,16,6,377,103.7,180.2,115,84.8,7.0,16.0,30.0,293.0,216.0,7,4,16,59,132.4,100.0,127,66.0,0
16.0,18.0,36.0,49.0,253.0,1,6,16,689,120.4,133.1,115,84.2,15.0,0.0,147.0,230.0,213.0,15,9,13,325,117.6,115.1,140,40.1,0
9.0,7.0,77.0,95.0,230.0,7,7,9,609,151.4,106.9,91,67.4,1.0,4.0,137.0,296.0,62.0,4,1,4,737,116.1,132.4,126,82.3,0
3.0,0.0,21.0,72.0,32.0,3,3,3,895,121.9,62.7,241,87.6,13.0,0.0,5.0,218.0,52.0,2,16,2,735,134.9,85.7,144,58.0,0
11.0,13.0,130.0,262.0,118.0,13,13,11,901,126.2,97.2,145,67.5,7.0,13.0,77.0,95.0,55.0,7,7,2,668,135.0,98.0,125,74.5,1
17.0,0.0,134.0,65.0,258.0,4,17,6,809,121.5,107.8,141,87.3,18.0,2.0,141.0,125.0,172.0,18,18,2,658,139.6,101.6,113,86.3,0
16.0,18.0,93.0,216.0,127.0,11,16,18,139,126.1,128.4,109,61.2,15.0,0.0,15.0,205.0,58.0,15,15,5,857,123.2,115.3,127,62.8,0
15.0,0.0,13.0,204.0,262.0,4,15,13,386,140.8,131.6,86,47.8,8.0,3.0,3.0,123.0,67.0,8,8,3,715,126.4,110.7,127,51.6,0
1.0,8.0,79.0,7.0,240.0,1,8,1,267,146.4,81.9,128,59.7,10.0,14.0,99.0,287.0,144.0,14,7,10,407,143.1,114.9,95,80.4,1
15.0,0.0,65.0,205.0,171.0,15,15,9,577,152.9,79.8,120,46.2,18.0,10.0,7.0,224.0,111.0,18,18,10,271,106.7,112.6,142,61.8,0
16.0,0.0,112.0,216.0,215.0,16,16,16,299,81.5,193.3,98,56.3,4.0,7.0,134.0,182.0,273.0,4,7,4,479,129.2,143.2,93,67.5,1
16.0,17.0,121.0,253.0,97.0,16,16,7,411,81.1,246.7,138,89.2,9.0,14.0,119.0,235.0,133.0,9,9,12,93,161.2,85.5,100,80.3,0
10.0,0.0,89.0,111.0,228.0,10,10,10,492,117.9,122.3,131,64.6,13.0,0.0,106.0,62.0,128.0,13,4,13,137,120.8,114.7,134,67.1,1
2.0,8.0,123.0,55.0,4.0,2,2,8,630,92.3,149.2,176,91.8,12.0,17.0,119.0,133.0,79.0,9,12,11,28,116.6,132.6,124,86.8,1
7.0,0.0,25.0,205.0,95.0,7,15,7,654,130.4,106.7,123,75.0,1.0,14.0,99.0,148.0,276.0,14,1,10,168,124.7,102.0,141,79.9,1
11.0,0.0,95.0,28.0,216.0,11,11,16,105,110.8,145.0,126,89.5,13.0,8.0,143.0,242.0,171.0,8,8,9,164,105.3,120.2,167,76.8,0
11.0,0.0,95.0,28.0,216.0,11,11,16,105,110.8,145.0,126,89.5,7.0,18.0,77.0,245.0,182.0,7,14,7,721,135.6,117.4,103,70.2,1
13.0,0.0,147.0,58.0,200.0,15,5,15,113,63.0,120.2,421,74.0,12.0,8.0,75.0,279.0,9.0,12,12,16,144,113.2,143.6,122,70.7,1
7.0,16.0,30.0,293.0,216.0,7,4,16,59,132.4,100.0,127,66.0,18.0,5.0,139.0,260.0,169.0,18,18,5,788,115.3,155.3,108,77.9,1
15.0,0.0,16.0,204.0,273.0,6,15,4,386,101.0,221.5,98,75.5,6.0,0.0,16.0,258.0,154.0,6,6,1,870,128.2,119.8,113,68.4,1
11.0,0.0,95.0,276.0,26.0,11,10,13,232,125.8,112.0,126,83.6,9.0,8.0,3.0,7.0,4.0,8,8,8,741,130.9,101.4,128,66.4,1
8.0,2.0,129.0,101.0,218.0,2,8,16,962,128.0,115.3,118,80.9,10.0,17.0,91.0,139.0,213.0,17,17,13,597,81.5,142.9,119,50.7,0
18.0,8.0,143.0,4.0,131.0,8,8,12,226,106.2,163.1,122,81.1,10.0,8.0,28.0,4.0,86.0,5,8,10,189,97.0,153.5,155,87.5,0
7.0,0.0,25.0,92.0,213.0,7,7,13,5,127.1,109.1,127,70.9,10.0,14.0,1.0,245.0,164.0,14,14,5,44,122.6,114.9,130,70.7,1
2.0,17.0,92.0,104.0,139.0,17,2,17,983,126.8,112.8,123,80.3,15.0,0.0,104.0,92.0,230.0,15,7,9,65,157.0,103.1,88,58.5,1
6.0,0.0,36.0,143.0,47.0,1,10,6,865,145.9,107.4,98,83.1,4.0,0.0,13.0,276.0,62.0,4,10,4,180,121.9,99.8,151,59.2,0
7.0,8.0,31.0,242.0,9.0,7,8,16,146,136.3,102.6,117,68.6,7.0,11.0,77.0,82.0,182.0,7,11,7,323,134.9,101.2,122,66.8,0
8.0,17.0,116.0,242.0,139.0,11,8,17,823,107.6,128.1,151,91.6,10.0,0.0,136.0,192.0,216.0,10,10,16,465,121.8,112.0,135,72.1,0
3.0,12.0,21.0,19.0,71.0,3,12,3,997,123.1,97.7,151,82.5,18.0,0.0,119.0,125.0,131.0,9,18,12,160,123.3,118.0,124,91.8,0
16.0,4.0,137.0,218.0,216.0,4,16,16,74,123.5,123.5,113,69.2,6.0,0.0,130.0,26.0,52.0,13,13,2,674,123.3,100.2,147,57.9,1
10.0,14.0,136.0,192.0,245.0,10,10,14,1,111.8,105.9,120,58.7,18.0,0.0,97.0,79.0,137.0,14,11,12,119,123.1,105.9,140,75.8,1
16.0,11.0,112.0,32.0,253.0,16,3,16,95,84.0,207.6,105,64.8,2.0,3.0,21.0,38.0,99.0,3,2,17,635,136.6,103.5,116,79.9,1
15.0,0.0,65.0,205.0,171.0,15,15,9,578,149.2,82.7,121,46.4,10.0,13.0,89.0,82.0,276.0,10,11,10,929,119.3,121.8,129,71.8,1
2.0,8.0,29.0,78.0,104.0,2,8,2,198,143.5,80.9,134,62.5,10.0,0.0,89.0,9.0,86.0,10,16,10,153,105.6,141.6,141,72.3,0
18.0,0.0,139.0,260.0,230.0,18,18,9,818,154.0,89.6,105,55.3,10.0,2.0,83.0,172.0,105.0,10,2,10,908,141.6,95.0,118,72.1,0
13.0,0.0,4.0,4.0,213.0,9,8,13,424,133.9,99.9,124,64.1,16.0,5.0,112.0,191.0,164.0,16,16,5,703,84.9,247.9,126,90.3,0
11.0,15.0,95.0,218.0,131.0,11,16,12,344,102.7,173.3,121,88.4,9.0,0.0,105.0,55.0,237.0,15,2,9,200,124.1,119.0,122,73.8,1
4.0,0.0,124.0,293.0,52.0,4,4,2,404,134.1,91.1,137,65.8,13.0,8.0,3.0,101.0,47.0,8,8,6,628,134.3,94.1,132,63.8,0
10.0,3.0,4.0,180.0,227.0,9,3,10,842,117.2,100.8,162,67.9,18.0,5.0,7.0,131.0,187.0,18,12,5,184,93.7,134.1,190,88.9,1
6.0,0.0,130.0,26.0,52.0,13,13,2,674,123.3,100.2,147,57.9,17.0,11.0,133.0,201.0,32.0,4,15,3,208,98.4,185.2,124,91.4,1
16.0,15.0,105.0,216.0,164.0,15,16,5,337,119.8,108.8,143,74.8,12.0,15.0,15.0,137.0,200.0,15,12,15,866,129.0,114.1,118,60.4,0
5.0,0.0,28.0,164.0,262.0,5,5,13,36,117.2,111.5,146,86.9,18.0,12.0,105.0,249.0,131.0,15,18,12,131,104.7,114.0,179,93.0,0
18.0,0.0,139.0,11.0,131.0,18,18,12,8,107.9,137.8,139,80.6,13.0,0.0,145.0,26.0,84.0,13,13,11,289,139.3,83.6,138,20.2,0
6.0,15.0,104.0,133.0,81.0,15,12,6,308,106.9,139.5,141,85.6,13.0,0.0,16.0,26.0,216.0,6,13,16,288,117.7,112.7,144,71.7,0
13.0,8.0,3.0,4.0,213.0,8,8,13,520,124.0,101.4,143,62.4,10.0,8.0,28.0,4.0,86.0,5,8,10,189,97.0,153.5,155,87.5,1
1.0,16.0,36.0,296.0,216.0,1,1,16,558,120.9,134.1,114,81.9,10.0,14.0,136.0,105.0,245.0,10,10,14,3,122.5,121.9,122,82.2,0
16.0,8.0,143.0,9.0,71.0,8,16,3,567,160.6,81.4,106,64.3,16.0,11.0,5.0,9.0,60.0,2,16,11,247,121.1,112.7,136,55.5,0
10.0,17.0,91.0,139.0,213.0,17,17,13,597,81.5,142.9,119,50.7,1.0,8.0,3.0,7.0,148.0,8,8,1,284,130.3,107.8,122,63.4,0
13.0,0.0,114.0,79.0,216.0,16,11,16,206,104.8,111.0,183,85.5,13.0,0.0,4.0,262.0,4.0,9,13,8,190,126.1,105.2,134,73.6,0
7.0,0.0,25.0,95.0,52.0,7,7,2,726,136.6,89.5,134,68.5,15.0,0.0,49.0,205.0,230.0,6,15,9,579,127.6,93.7,147,51.1,1
11.0,0.0,116.0,218.0,60.0,11,16,11,449,115.3,111.1,152,84.9,18.0,0.0,36.0,125.0,154.0,1,18,1,503,129.0,102.2,132,92.3,0
14.0,3.0,1.0,13.0,180.0,14,18,3,691,117.9,139.9,115,88.7,1.0,0.0,36.0,296.0,4.0,1,1,8,402,127.7,88.0,155,79.9,1
15.0,0.0,49.0,205.0,230.0,6,15,9,579,127.6,93.7,147,51.1,15.0,0.0,119.0,293.0,205.0,9,4,15,151,120.5,119.4,129,83.1,1
7.0,0.0,25.0,205.0,95.0,7,15,7,654,130.4,106.7,123,75.0,14.0,2.0,99.0,52.0,13.0,14,2,18,452,118.5,136.5,117,85.8,0
10.0,0.0,11.0,245.0,144.0,10,14,10,192,128.7,102.2,131,60.3,13.0,0.0,129.0,260.0,111.0,2,18,10,676,116.6,122.9,134,78.9,1
7.0,0.0,77.0,52.0,97.0,7,2,7,910,119.8,106.3,146,76.7,11.0,0.0,116.0,291.0,226.0,11,16,11,450,116.2,116.8,141,84.2,0
9.0,10.0,4.0,111.0,104.0,9,10,2,710,115.1,116.8,119,74.3,15.0,0.0,13.0,205.0,58.0,4,15,5,517,105.9,89.9,166,46.6,1
12.0,18.0,102.0,135.0,84.0,12,12,11,365,113.1,114.3,153,83.6,1.0,14.0,15.0,245.0,240.0,15,14,1,269,95.0,148.7,142,64.5,0
10.0,0.0,11.0,111.0,86.0,10,10,10,830,109.1,159.7,118,66.7,18.0,2.0,123.0,172.0,224.0,2,2,18,342,144.5,96.9,110,71.1,0
3.0,0.0,139.0,167.0,74.0,18,18,3,705,115.2,132.6,127,64.7,10.0,14.0,97.0,245.0,186.0,14,14,10,315,139.6,107.3,107,54.8,0
7.0,11.0,77.0,82.0,182.0,7,11,7,323,134.9,101.2,122,66.8,4.0,17.0,137.0,293.0,161.0,4,4,17,462,134.9,120.1,102,83.4,0
18.0,15.0,105.0,260.0,191.0,15,18,16,121,132.2,121.8,104,79.7,1.0,0.0,130.0,41.0,273.0,13,1,4,313,111.1,136.8,132,55.0,1
15.0,7.0,106.0,283.0,200.0,13,7,15,494,120.5,119.4,129,73.4,5.0,17.0,28.0,187.0,99.0,5,5,17,958,104.2,134.4,149,86.2,1
2.0,0.0,119.0,104.0,245.0,9,2,14,571,157.9,86.9,103,67.0,6.0,0.0,81.0,49.0,213.0,6,6,13,67,127.7,97.2,141,81.8,1
6.0,0.0,7.0,48.0,194.0,18,18,6,739,135.7,99.1,122,59.6,7.0,0.0,25.0,95.0,251.0,7,7,13,77,134.8,109.4,113,71.1,1
18.0,0.0,139.0,133.0,52.0,18,12,2,159,118.8,118.8,134,70.8,5.0,0.0,136.0,58.0,200.0,10,5,15,670,114.3,133.7,128,71.6,0
10.0,8.0,3.0,143.0,4.0,8,10,8,357,101.4,127.3,170,81.5,15.0,0.0,13.0,205.0,58.0,4,15,5,518,113.7,108.9,159,58.2,1
10.0,14.0,136.0,192.0,245.0,10,10,14,2,118.6,121.7,130,74.9,18.0,9.0,40.0,260.0,230.0,9,18,9,593,106.7,124.3,157,92.8,1
10.0,3.0,21.0,101.0,227.0,3,8,10,841,138.8,100.8,115,66.1,12.0,0.0,102.0,19.0,26.0,12,12,13,974,112.6,79.8,213,81.3,1
7.0,0.0,77.0,216.0,182.0,7,16,7,555,151.3,71.4,137,69.5,7.0,6.0,31.0,23.0,21.0,7,7,7,257,144.4,90.8,118,72.2,1
7.0,0.0,31.0,95.0,97.0,7,7,7,814,130.0,102.1,130,67.0,4.0,15.0,134.0,293.0,276.0,4,4,10,26,136.2,111.7,108,81.2,0
13.0,0.0,147.0,58.0,200.0,15,5,15,113,63.0,120.2,421,74.0,16.0,11.0,5.0,9.0,60.0,2,16,11,247,121.1,112.7,136,55.5,0
10.0,0.0,136.0,143.0,34.0,10,10,6,673,119.2,95.0,165,82.2,3.0,9.0,4.0,32.0,230.0,9,3,9,887,143.6,97.3,112,81.2,1
17.0,5.0,28.0,139.0,187.0,5,17,5,303,125.9,121.2,117,77.4,4.0,5.0,134.0,183.0,187.0,4,4,5,702,124.2,108.7,133,90.3,1
6.0,0.0,16.0,133.0,270.0,6,12,4,107,128.2,137.3,98,69.8,3.0,0.0,21.0,13.0,295.0,3,18,13,148,126.0,111.0,127,83.5,1
13.0,0.0,130.0,26.0,276.0,13,13,10,916,118.1,102.8,156,73.2,16.0,8.0,143.0,9.0,71.0,8,16,3,567,160.6,81.4,106,64.3,1
4.0,0.0,13.0,276.0,62.0,4,10,4,180,121.9,99.8,151,59.2,4.0,0.0,137.0,62.0,128.0,4,4,13,101,123.1,127.2,116,70.6,1
10.0,0.0,36.0,105.0,32.0,1,10,3,254,136.9,108.5,110,77.3,7.0,13.0,77.0,95.0,55.0,7,7,2,668,135.0,98.0,125,74.5,0
1.0,14.0,105.0,188.0,41.0,15,14,1,49,128.2,104.4,131,79.9,17.0,16.0,92.0,218.0,26.0,17,16,13,305,114.5,142.8,120,84.9,0
11.0,17.0,95.0,166.0,139.0,11,11,17,51,148.9,111.5,90,79.1,3.0,11.0,23.0,52.0,84.0,3,2,11,718,138.1,119.1,98,64.4,0
10.0,0.0,11.0,245.0,144.0,10,14,10,192,128.7,102.2,131,60.3,7.0,0.0,77.0,95.0,293.0,7,7,4,78,134.7,110.9,111,77.9,1
18.0,4.0,139.0,260.0,273.0,18,18,4,171,104.8,104.8,194,85.1,7.0,17.0,31.0,151.0,253.0,7,7,16,485,131.9,116.4,110,75.7,1
15.0,0.0,13.0,205.0,58.0,4,15,5,517,105.9,89.9,166,46.6,7.0,3.0,77.0,74.0,182.0,7,3,7,776,114.2,153.0,112,78.9,0
3.0,9.0,4.0,32.0,230.0,9,3,9,887,143.6,97.3,112,81.2,1.0,8.0,38.0,4.0,41.0,8,8,1,666,133.0,84.5,150,63.4,0
16.0,0.0,95.0,258.0,156.0,11,6,16,526,127.2,118.4,116,69.1,12.0,16.0,102.0,216.0,137.0,12,16,12,713,117.0,134.7,121,76.3,1
18.0,0.0,36.0,13.0,296.0,1,18,1,502,123.8,99.4,147,86.1,10.0,11.0,108.0,105.0,253.0,10,10,16,389,120.5,117.6,131,66.8,0
6.0,14.0,97.0,47.0,4.0,14,6,8,215,135.5,110.7,110,73.5,18.0,0.0,95.0,146.0,260.0,11,18,18,961,151.8,107.2,90,61.0,0
3.0,0.0,23.0,71.0,172.0,3,3,2,621,131.4,110.5,117,76.5,6.0,0.0,81.0,49.0,213.0,6,6,13,56,137.0,81.5,113,67.0,1
9.0,0.0,40.0,230.0,55.0,9,9,2,855,144.5,114.5,94,64.0,10.0,0.0,136.0,105.0,4.0,10,10,8,497,110.2,143.6,128,84.2,1
13.0,0.0,129.0,218.0,137.0,2,16,12,327,110.1,110.1,142,81.7,10.0,14.0,1.0,245.0,164.0,14,14,5,44,122.6,114.9,130,70.7,0
13.0,0.0,14.0,293.0,61.0,5,4,5,301,112.7,115.2,153,68.1,2.0,8.0,3.0,31.0,104.0,8,8,2,629,100.8,129.4,157,75.8,0
13.0,0.0,5.0,218.0,52.0,2,16,2,735,134.9,85.7,144,58.0,6.0,2.0,81.0,47.0,172.0,6,6,2,675,134.5,92.0,134,89.5,1
10.0,14.0,1.0,192.0,245.0,14,10,14,70,137.8,84.3,139,69.0,18.0,0.0,97.0,79.0,137.0,14,11,12,119,123.1,105.9,140,75.8,1
6.0,0.0,32.0,34.0,38.0,6,6,2,620,156.5,84.8,106,75.8,6.0,0.0,81.0,49.0,213.0,6,6,13,66,127.7,81.5,157,78.5,0
17.0,14.0,92.0,182.0,114.0,17,7,17,966,135.7,106.6,114,63.4,5.0,17.0,28.0,187.0,99.0,5,5,17,958,104.2,134.4,149,86.2,0
