Pokemon,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2
Forretress,205,Bug,Steel,161,205,181,668273.8120804805,27.0,1494,BUG_BITE,EARTHQUAKE,HEAVY_SLAM
Forretress (Shadow),205,Bug,Steel,161,205,181,668273.8120804805,27.0,1494,BUG_BITE,EARTHQUAKE,HEAVY_SLAM
Dunsparce,206,Normal,None,131,128,225,1149476.467036837,46.0,1495,ASTONISH,DIG,DRILL_RUN
Gligar,207,Ground,Flying,143,184,163,936979.1399359943,37.5,1491,FURY_CUTTER,AERIAL_ACE,DIG
Gligar (Shadow),207,Ground,Flying,143,184,163,936979.1399359943,37.5,1491,FURY_CUTTER,AERIAL_ACE,DIG
Steelix,208,Steel,Ground,148,272,181,686621.3200632336,25.5,1494,DRAGON_TAIL,CRUNCH,EARTHQUAKE
Steelix (Mega),208,Steel,Ground,212,327,181,292104.4586523287,16.0,1472,DRAGON_TAIL,CRUNCH,EARTHQUAKE
Steelix (Shadow),208,Steel,Ground,148,272,181,686621.3200632336,25.5,1494,DRAGON_TAIL,CRUNCH,EARTHQUAKE
Snubbull,209,Fairy,None,137,85,155,635444.1755191616,50.0,1110,BITE,BRICK_BREAK,CRUNCH
Snubbull (Shadow),209,Fairy,None,137,85,155,635444.1755191616,50.0,1110,BITE,BRICK_BREAK,CRUNCH
Granbull,210,Fairy,None,212,131,207,451626.1889328491,24.0,1495,BITE,CLOSE_COMBAT,CRUNCH
Granbull (Shadow),210,Fairy,None,212,131,207,451626.1889328491,24.0,1495,BITE,CLOSE_COMBAT,CRUNCH
Qwilfish,211,Water,Poison,184,138,163,651163.72035544,30.5,1489,POISON_STING,AQUA_TAIL,ICE_BEAM
Qwilfish (Hisuian),211,Dark,Poison,184,151,163,627771.6214786553,29.0,1493,POISON_STING,AQUA_TAIL,ICE_BEAM
Scizor,212,Bug,Steel,236,181,172,333972.24654822715,20.0,1486,BULLET_PUNCH,IRON_HEAD,NIGHT_SLASH
Scizor (Mega),212,Bug,Steel,279,250,172,207898.86850007914,14.5,1497,BULLET_PUNCH,IRON_HEAD,NIGHT_SLASH
Scizor (Shadow),212,Bug,Steel,236,181,172,333972.24654822715,20.0,1486,BULLET_PUNCH,IRON_HEAD,NIGHT_SLASH
Shuckle,213,Bug,Rock,17,396,85,201450.91545067087,50.0,220,ROCK_THROW,GYRO_BALL,ROCK_BLAST
Shuckle (Shadow),213,Bug,Rock,17,396,85,201450.91545067087,50.0,220,ROCK_THROW,GYRO_BALL,ROCK_BLAST
Heracross,214,Bug,Fighting,234,179,190,310176.4716639729,19.0,1463,COUNTER,CLOSE_COMBAT,EARTHQUAKE
Heracross (Mega),214,Bug,Fighting,334,223,190,139045.18922797334,12.0,1472,COUNTER,CLOSE_COMBAT,EARTHQUAKE
Sneasel,215,Dark,Ice,189,146,146,633830.5935025306,30.5,1489,FEINT_ATTACK,AVALANCHE,FOUL_PLAY
Sneasel (Hisuian),215,Fighting,Poison,189,146,146,633830.5935025306,30.5,1489,ROCK_SMASH,AERIAL_ACE,CLOSE_COMBAT
Sneasel (Hisuian) (Shadow),215,Fighting,Poison,189,146,146,633830.5935025306,30.5,1489,ROCK_SMASH,AERIAL_ACE,CLOSE_COMBAT
Sneasel (Shadow),215,Dark,Ice,189,146,146,633830.5935025306,30.5,1489,FEINT_ATTACK,AVALANCHE,FOUL_PLAY
Teddiursa,216,Normal,None,142,93,155,720624.7987896993,50.0,1203,LICK,CROSS_CHOP,CRUNCH
Teddiursa (Shadow),216,Normal,None,142,93,155,720624.7987896993,50.0,1203,LICK,CROSS_CHOP,CRUNCH
Ursaring,217,Normal,None,236,144,207,344347.23009955534,20.5,1490,COUNTER,CLOSE_COMBAT,HYPER_BEAM
Ursaring (Shadow),217,Normal,None,236,144,207,344347.23009955534,20.5,1490,COUNTER,CLOSE_COMBAT,HYPER_BEAM
Slugma,218,Fire,None,118,71,120,353938.50679369207,50.0,769,EMBER,FLAME_BURST,FLAME_CHARGE
Magcargo,219,Fire,Rock,139,191,137,1068251.2767860733,45.0,1494,EMBER,HEAT_WAVE,OVERHEAT
Swinub,220,Ice,Ground,90,69,137,299514.86375514185,50.0,617,POWDER_SNOW,BODY_SLAM,ICY_WIND
Swinub (Shadow),220,Ice,Ground,90,69,137,299514.86375514185,50.0,617,POWDER_SNOW,BODY_SLAM,ICY_WIND
Piloswine,221,Ice,Ground,181,138,225,561375.9739718494,26.0,1479,ICE_SHARD,AVALANCHE,BULLDOZE
Piloswine (Shadow),221,Ice,Ground,181,138,225,561375.9739718494,26.0,1479,ICE_SHARD,AVALANCHE,BULLDOZE
Corsola,222,Water,Rock,118,156,146,946162.3744991937,50.0,1257,BUBBLE,BUBBLE_BEAM,POWER_GEM
Corsola (Galarian),222,Ghost,None,116,182,155,1152039.2815423394,50.0,1375,ASTONISH,NIGHT_SHADE,POWER_GEM
Remoraid,223,Water,None,127,69,111,342438.0400937741,50.0,784,MUD_SHOT,AURORA_BEAM,ROCK_BLAST
Octillery,224,Water,None,197,141,181,531741.870318222,26.5,1488,MUD_SHOT,AURORA_BEAM,GUNK_SHOT
Delibird,225,Ice,Flying,128,90,128,519121.075612424,50.0,970,PRESENT,AERIAL_ACE,ICE_PUNCH
Delibird (Shadow),225,Ice,Flying,128,90,128,519121.075612424,50.0,970,PRESENT,AERIAL_ACE,ICE_PUNCH
Mantine,226,Water,Flying,148,226,163,795524.9904811247,29.5,1495,BUBBLE,AERIAL_ACE,ICE_BEAM
Skarmory,227,Steel,Flying,148,226,163,795524.9904811247,29.5,1495,AIR_SLASH,BRAVE_BIRD,FLASH_CANNON
Skarmory (Shadow),227,Steel,Flying,148,226,163,795524.9904811247,29.5,1495,AIR_SLASH,BRAVE_BIRD,FLASH_CANNON
Houndour,228,Dark,Fire,152,83,128,568509.6779449949,50.0,1106,EMBER,CRUNCH,DARK_PULSE
Houndour (Shadow),228,Dark,Fire,152,83,128,568509.6779449949,50.0,1106,EMBER,CRUNCH,DARK_PULSE
Houndoom,229,Dark,Fire,224,144,181,403669.62103184476,23.0,1484,FIRE_FANG,CRUNCH,FIRE_BLAST
Houndoom (Mega),229,Dark,Fire,289,194,181,214786.90521570214,15.5,1498,FIRE_FANG,CRUNCH,FIRE_BLAST
Houndoom (Shadow),229,Dark,Fire,224,144,181,403669.62103184476,23.0,1484,FIRE_FANG,CRUNCH,FIRE_BLAST
Kingdra,230,Water,Dragon,194,194,181,470997.94944055396,23.0,1492,DRAGON_BREATH,BLIZZARD,HYDRO_PUMP
Kingdra (Shadow),230,Water,Dragon,194,194,181,470997.94944055396,23.0,1492,DRAGON_BREATH,BLIZZARD,HYDRO_PUMP
Phanpy,231,Ground,None,107,98,207,764163.7132205395,50.0,1076,ROCK_SMASH,BODY_SLAM,BULLDOZE
Phanpy (Shadow),231,Ground,None,107,98,207,764163.7132205395,50.0,1076,ROCK_SMASH,BODY_SLAM,BULLDOZE
Donphan,232,Ground,None,214,185,207,372517.94666215876,20.0,1494,COUNTER,EARTHQUAKE,HEAVY_SLAM
Donphan (Shadow),232,Ground,None,214,185,207,372517.94666215876,20.0,1494,COUNTER,EARTHQUAKE,HEAVY_SLAM
Porygon2,233,Normal,None,198,180,198,456768.3427262897,22.5,1500,LOCK_ON,HYPER_BEAM,SOLAR_BEAM
Porygon2 (Shadow),233,Normal,None,198,180,198,456768.3427262897,22.5,1500,LOCK_ON,HYPER_BEAM,SOLAR_BEAM
Stantler,234,Normal,None,192,131,177,585734.6702027873,28.5,1486,TACKLE,MEGAHORN,STOMP
Stantler (Shadow),234,Normal,None,192,131,177,585734.6702027873,28.5,1486,TACKLE,MEGAHORN,STOMP
Smeargle,235,Normal,None,40,83,146,170646.4082647394,50.0,310,TACKLE,STRUGGLE,WRAP
Tyrogue,236,Fighting,None,64,64,111,160062.33164716407,50.0,380,ROCK_SMASH,BRICK_BREAK,LOW_SWEEP
Hitmontop,237,Fighting,None,173,207,137,645493.9202697511,28.5,1481,COUNTER,CLOSE_COMBAT,GYRO_BALL
Hitmontop (Shadow),237,Fighting,None,173,207,137,645493.9202697511,28.5,1481,COUNTER,CLOSE_COMBAT,GYRO_BALL
Smoochum,238,Ice,Psychic,153,91,128,627406.4874784531,50.0,1165,FROST_BREATH,ICE_BEAM,ICE_PUNCH
Elekid,239,Electric,None,135,101,128,614428.4605881425,50.0,1083,LOW_KICK,BRICK_BREAK,DISCHARGE
Magby,240,Fire,None,151,99,128,673640.7082751846,50.0,1200,EMBER,BRICK_BREAK,FIRE_PUNCH
Miltank,241,Normal,None,157,193,216,653769.046834341,26.0,1487,TACKLE,BODY_SLAM,GYRO_BALL
Blissey,242,Normal,None,129,169,496,699924.5107257788,22.5,1499,POUND,DAZZLING_GLEAM,HYPER_BEAM
Raikou,243,Electric,None,241,195,207,271613.2836640926,17.0,1468,THUNDER_SHOCK,SHADOW_BALL,THUNDER
Raikou (Shadow),243,Electric,None,241,195,207,271613.2836640926,17.0,1468,THUNDER_SHOCK,SHADOW_BALL,THUNDER
Entei,244,Fire,None,235,171,251,281622.07931611926,17.0,1476,FIRE_FANG,FIRE_BLAST,FLAMETHROWER
Entei (Shadow),244,Fire,None,235,171,251,281622.07931611926,17.0,1476,FIRE_FANG,FIRE_BLAST,FLAMETHROWER
Suicune,245,Water,None,180,235,225,432627.61632299866,20.0,1477,EXTRASENSORY,BUBBLE_BEAM,HYDRO_PUMP
Suicune (Shadow),245,Water,None,180,235,225,432627.61632299866,20.0,1477,EXTRASENSORY,BUBBLE_BEAM,HYDRO_PUMP
Larvitar,246,Rock,Ground,115,93,137,515831.1542449665,50.0,916,BITE,ANCIENT_POWER,CRUNCH
Larvitar (Shadow),246,Rock,Ground,115,93,137,515831.1542449665,50.0,916,BITE,ANCIENT_POWER,CRUNCH
Pupitar,247,Rock,Ground,155,133,172,914300.1364667078,41.5,1492,BITE,ANCIENT_POWER,CRUNCH
Pupitar (Shadow),247,Rock,Ground,155,133,172,914300.1364667078,41.5,1492,BITE,ANCIENT_POWER,CRUNCH
Tyranitar,248,Rock,Dark,251,207,225,247432.212165472,15.5,1498,BITE,CRUNCH,FIRE_BLAST
Tyranitar (Mega),248,Rock,Dark,309,276,225,126338.17941515878,10.5,1443,BITE,CRUNCH,FIRE_BLAST
Tyranitar (Shadow),248,Rock,Dark,251,207,225,247432.212165472,15.5,1498,BITE,CRUNCH,FIRE_BLAST
Lugia,249,Psychic,Flying,193,310,235,327312.70459017437,16.0,1487,DRAGON_TAIL,FUTURE_SIGHT,HYDRO_PUMP
Lugia (Shadow),249,Psychic,Flying,193,310,235,327312.70459017437,16.0,1487,DRAGON_TAIL,FUTURE_SIGHT,HYDRO_PUMP
Ho-Oh,250,Fire,Flying,239,244,214,239402.9939226546,15.0,1461,EXTRASENSORY,BRAVE_BIRD,FIRE_BLAST
Ho-Oh (Shadow),250,Fire,Flying,239,244,214,239402.9939226546,15.0,1461,EXTRASENSORY,BRAVE_BIRD,FIRE_BLAST
Celebi,251,Psychic,Grass,210,210,225,328844.8630540664,18.0,1466,CHARGE_BEAM,DAZZLING_GLEAM,HYPER_BEAM
Treecko,252,Grass,None,124,94,120,492421.4890412121,50.0,929,BULLET_SEED,AERIAL_ACE,ENERGY_BALL
Treecko (Shadow),252,Grass,None,124,94,120,492421.4890412121,50.0,929,BULLET_SEED,AERIAL_ACE,ENERGY_BALL
Grovyle,253,Grass,None,172,120,137,877420.7948510034,46.5,1493,BULLET_SEED,AERIAL_ACE,GRASS_KNOT
Grovyle (Shadow),253,Grass,None,172,120,137,877420.7948510034,46.5,1493,BULLET_SEED,AERIAL_ACE,GRASS_KNOT
Sceptile,254,Grass,None,223,169,172,392216.3210219794,22.0,1492,BULLET_SEED,AERIAL_ACE,EARTHQUAKE
Sceptile (Mega),254,Grass,Dragon,320,186,172,177407.03445340088,14.5,1481,BULLET_SEED,AERIAL_ACE,EARTHQUAKE
Sceptile (Shadow),254,Grass,None,223,169,172,392216.3210219794,22.0,1492,BULLET_SEED,AERIAL_ACE,EARTHQUAKE
Torchic,255,Fire,None,130,87,128,509657.93100490584,50.0,968,EMBER,FLAME_CHARGE,FLAMETHROWER
Torchic (Shadow),255,Fire,None,130,87,128,509657.93100490584,50.0,968,EMBER,FLAME_CHARGE,FLAMETHROWER
Combusken,256,Fire,Fighting,163,115,155,951979.0736457738,48.0,1500,EMBER,FLAME_CHARGE,FLAMETHROWER
Combusken (Shadow),256,Fire,Fighting,163,115,155,951979.0736457738,48.0,1500,EMBER,FLAME_CHARGE,FLAMETHROWER
Blaziken,257,Fire,Fighting,240,141,190,338346.8283547061,21.0,1472,COUNTER,BRAVE_BIRD,FOCUS_BLAST
Blaziken (Mega),257,Fire,Fighting,329,168,190,163810.2063769067,14.0,1468,COUNTER,BRAVE_BIRD,FOCUS_BLAST
Blaziken (Shadow),257,Fire,Fighting,240,141,190,338346.8283547061,21.0,1472,COUNTER,BRAVE_BIRD,FOCUS_BLAST
Mudkip,258,Water,None,126,93,137,565171.525520572,50.0,1004,TACKLE,DIG,SLUDGE
Mudkip (Shadow),258,Water,None,126,93,137,565171.525520572,50.0,1004,TACKLE,DIG,SLUDGE
Marshtomp,259,Water,Ground,156,133,172,903005.9536923786,41.0,1492,MUD_SHOT,MUD_BOMB,SLUDGE
Marshtomp (Shadow),259,Water,Ground,156,133,172,903005.9536923786,41.0,1492,MUD_SHOT,MUD_BOMB,SLUDGE
Swampert,260,Water,Ground,208,175,225,372284.7573086797,20.0,1473,MUD_SHOT,EARTHQUAKE,SLUDGE_WAVE
Swampert (Mega),260,Water,Ground,283,218,225,173381.9609622009,13.0,1454,MUD_SHOT,EARTHQUAKE,SLUDGE_WAVE
Swampert (Shadow),260,Water,Ground,208,175,225,372284.7573086797,20.0,1473,MUD_SHOT,EARTHQUAKE,SLUDGE_WAVE
Poochyena,261,Dark,None,96,61,111,228839.11477680487,50.0,557,SNARL,CRUNCH,DIG
Poochyena (Shadow),261,Dark,None,96,61,111,228839.11477680487,50.0,557,SNARL,CRUNCH,DIG
Mightyena,262,Dark,None,171,132,172,757419.3197861102,35.0,1494,BITE,CRUNCH,PLAY_ROUGH
Mightyena (Shadow),262,Dark,None,171,132,172,757419.3197861102,35.0,1494,BITE,CRUNCH,PLAY_ROUGH
Zigzagoon,263,Normal,None,58,80,116,189488.2051172086,50.0,394,ROCK_SMASH,DIG,GRASS_KNOT
Zigzagoon (Galarian),263,Dark,Normal,58,80,116,189488.2051172086,50.0,394,TACKLE,DIG,BODY_SLAM
Zigzagoon (Galarian) (Shadow),263,Dark,Normal,58,80,116,189488.2051172086,50.0,394,TACKLE,DIG,BODY_SLAM
Linoone,264,Normal,None,142,128,186,1068273.2668747413,47.0,1492,SHADOW_CLAW,DIG,GRASS_KNOT
Linoone (Galarian),264,Dark,Normal,142,128,186,1068273.2668747413,47.0,1492,SNARL,DIG,BODY_SLAM
Linoone (Galarian) (Shadow),264,Dark,Normal,142,128,186,1068273.2668747413,47.0,1492,SNARL,DIG,BODY_SLAM
Wurmple,265,Bug,None,75,59,128,199401.9756584181,50.0,460,BUG_BITE,STRUGGLE,none
Silcoon,266,Bug,None,60,77,137,222827.48318015385,50.0,435,BUG_BITE,STRUGGLE,none
Beautifly,267,Bug,Flying,189,98,155,754286.8075025075,42.0,1491,INFESTATION,AIR_CUTTER,BUG_BUZZ
Cascoon,268,Bug,None,60,77,137,222827.48318015385,50.0,435,BUG_BITE,STRUGGLE,none
Dustox,269,Bug,Poison,98,162,155,866321.3164913878,50.0,1096,CONFUSION,BUG_BUZZ,SILVER_WIND
Lotad,270,Water,Grass,71,77,120,230959.87307723975,50.0,481,RAZOR_LEAF,BUBBLE_BEAM,ENERGY_BALL
Lombre,271,Water,Grass,112,119,155,727282.0928569675,50.0,1074,BUBBLE,BUBBLE_BEAM,GRASS_KNOT
Ludicolo,272,Water,Grass,173,176,190,611856.1321780694,26.5,1496,BUBBLE,BLIZZARD,HYDRO_PUMP
Seedot,273,Grass,None,71,77,120,230959.87307723975,50.0,481,BULLET_SEED,ENERGY_BALL,FOUL_PLAY
Seedot (Shadow),273,Grass,None,71,77,120,230959.87307723975,50.0,481,BULLET_SEED,ENERGY_BALL,FOUL_PLAY
Nuzleaf,274,Grass,Dark,134,78,172,632898.4910453163,50.0,1095,FEINT_ATTACK,FOUL_PLAY,GRASS_KNOT
Nuzleaf (Shadow),274,Grass,Dark,134,78,172,632898.4910453163,50.0,1095,FEINT_ATTACK,FOUL_PLAY,GRASS_KNOT
Shiftry,275,Grass,Dark,200,121,207,529813.0563467691,26.5,1496,FEINT_ATTACK,FOUL_PLAY,HURRICANE
Shiftry (Shadow),275,Grass,Dark,200,121,207,529813.0563467691,26.5,1496,FEINT_ATTACK,FOUL_PLAY,HURRICANE
Taillow,276,Normal,Flying,106,61,120,273163.8081795193,50.0,640,PECK,AERIAL_ACE,none
Taillow (Shadow),276,Normal,Flying,106,61,120,273163.8081795193,50.0,640,PECK,AERIAL_ACE,none
Swellow,277,Normal,Flying,185,124,155,709810.718156587,35.5,1498,STEEL_WING,AERIAL_ACE,BRAVE_BIRD
Swellow (Shadow),277,Normal,Flying,185,124,155,709810.718156587,35.5,1498,STEEL_WING,AERIAL_ACE,BRAVE_BIRD
Wingull,278,Water,Flying,106,61,120,273163.8081795193,50.0,640,QUICK_ATTACK,AIR_CUTTER,ICE_BEAM
Pelipper,279,Water,Flying,175,174,155,654241.817790237,29.0,1487,WATER_GUN,BLIZZARD,HURRICANE
Ralts,280,Psychic,Fairy,79,59,99,162450.29704421747,50.0,426,CHARGE_BEAM,DISARMING_VOICE,PSYSHOCK
Ralts (Shadow),280,Psychic,Fairy,79,59,99,162450.29704421747,50.0,426,CHARGE_BEAM,DISARMING_VOICE,PSYSHOCK
Kirlia,281,Psychic,Fairy,117,90,116,430023.8792853893,50.0,844,CHARGE_BEAM,DISARMING_VOICE,PSYCHIC
Kirlia (Shadow),281,Psychic,Fairy,117,90,116,430023.8792853893,50.0,844,CHARGE_BEAM,DISARMING_VOICE,PSYCHIC
Gardevoir,282,Psychic,Fairy,237,195,169,329068.7671924671,19.5,1497,CHARGE_BEAM,DAZZLING_GLEAM,PSYCHIC
Gardevoir (Mega),282,Psychic,Fairy,326,229,169,157586.2243697815,13.0,1488,CHARGE_BEAM,DAZZLING_GLEAM,PSYCHIC
Gardevoir (Shadow),282,Psychic,Fairy,237,195,169,329068.7671924671,19.5,1497,CHARGE_BEAM,DAZZLING_GLEAM,PSYCHIC
Surskit,283,Bug,Water,93,87,120,341813.85276530945,50.0,670,BUBBLE,AQUA_JET,BUBBLE_BEAM
Masquerain,284,Bug,Flying,192,150,172,554136.8929572647,27.0,1485,AIR_SLASH,AIR_CUTTER,OMINOUS_WIND
Shroomish,285,Grass,None,74,110,155,444183.3910455969,50.0,682,BULLET_SEED,ENERGY_BALL,GRASS_KNOT
Breloom,286,Grass,Fighting,241,144,155,371918.87069959944,23.0,1477,BULLET_SEED,DYNAMIC_PUNCH,GRASS_KNOT
Slakoth,287,Normal,None,104,92,155,522106.47242312913,50.0,876,YAWN,BODY_SLAM,BRICK_BREAK
Slakoth (Shadow),287,Normal,None,104,92,155,522106.47242312913,50.0,876,YAWN,BODY_SLAM,BRICK_BREAK
Vigoroth,288,Normal,None,159,145,190,796802.9216465199,33.5,1495,COUNTER,BODY_SLAM,BRICK_BREAK
Vigoroth (Shadow),288,Normal,None,159,145,190,796802.9216465199,33.5,1495,COUNTER,BODY_SLAM,BRICK_BREAK
Slaking,289,Normal,None,290,166,284,170766.5833597778,13.0,1460,YAWN,EARTHQUAKE,HYPER_BEAM
Slaking (Shadow),289,Normal,None,290,166,284,170766.5833597778,13.0,1460,YAWN,EARTHQUAKE,HYPER_BEAM
Nincada,290,Bug,Ground,80,126,104,369062.6396932077,50.0,646,BUG_BITE,AERIAL_ACE,BUG_BUZZ
Ninjask,291,Bug,Flying,199,112,156,632452.4623622211,33.5,1490,FURY_CUTTER,AERIAL_ACE,BUG_BUZZ
Shedinja,292,Bug,Ghost,153,73,1,3932.0633229676405,50.0,92,BUG_BITE,AERIAL_ACE,DIG
Whismur,293,Normal,None,92,42,162,220372.98004757884,50.0,535,ASTONISH,DISARMING_VOICE,FLAMETHROWER
Whismur (Shadow),293,Normal,None,92,42,162,220372.98004757884,50.0,535,ASTONISH,DISARMING_VOICE,FLAMETHROWER
Loudred,294,Normal,None,134,81,197,752769.9181283625,50.0,1195,BITE,DISARMING_VOICE,FLAMETHROWER
Loudred (Shadow),294,Normal,None,134,81,197,752769.9181283625,50.0,1195,BITE,DISARMING_VOICE,FLAMETHROWER
Exploud,295,Normal,None,179,137,232,568296.8191124822,26.0,1480,ASTONISH,CRUNCH,DISARMING_VOICE
Exploud (Shadow),295,Normal,None,179,137,232,568296.8191124822,26.0,1480,ASTONISH,CRUNCH,DISARMING_VOICE
Makuhita,296,Fighting,None,99,54,176,331243.85820816195,50.0,681,ROCK_SMASH,CROSS_CHOP,HEAVY_SLAM
Makuhita (Shadow),296,Fighting,None,99,54,176,331243.85820816195,50.0,681,ROCK_SMASH,CROSS_CHOP,HEAVY_SLAM
Hariyama,297,Fighting,None,209,114,302,406352.21125108015,21.5,1487,BULLET_PUNCH,CLOSE_COMBAT,DYNAMIC_PUNCH
Hariyama (Shadow),297,Fighting,None,209,114,302,406352.21125108015,21.5,1487,BULLET_PUNCH,CLOSE_COMBAT,DYNAMIC_PUNCH
Azurill,298,Normal,Fairy,36,71,137,123278.58160356563,50.0,250,BUBBLE,BODY_SLAM,BUBBLE_BEAM
Nosepass,299,Rock,None,82,215,102,633080.1496248356,50.0,857,ROCK_THROW,ROCK_BLAST,ROCK_SLIDE
Nosepass (Shadow),299,Rock,None,82,215,102,633080.1496248356,50.0,857,ROCK_THROW,ROCK_BLAST,ROCK_SLIDE
Skitty,300,Normal,None,84,79,137,320061.2940224028,50.0,617,FEINT_ATTACK,DIG,DISARMING_VOICE
Delcatty,301,Normal,None,132,127,172,1015108.1423539688,50.0,1377,CHARM,DISARMING_VOICE,PLAY_ROUGH
Sableye,302,Dark,Ghost,141,136,137,924878.7483685346,50.0,1358,FEINT_ATTACK,FOUL_PLAY,POWER_GEM
Sableye (Mega),302,Dark,Ghost,151,216,137,851790.2040136701,34.5,1494,FEINT_ATTACK,FOUL_PLAY,POWER_GEM
Sableye (Shadow),302,Dark,Ghost,141,136,137,924878.7483685346,50.0,1358,FEINT_ATTACK,FOUL_PLAY,POWER_GEM
Mawile,303,Steel,Fairy,155,141,137,998912.4357441164,48.5,1494,ASTONISH,IRON_HEAD,PLAY_ROUGH
Mawile (Mega),303,Steel,Fairy,188,217,137,526679.2887594061,25.5,1475,ASTONISH,IRON_HEAD,PLAY_ROUGH
Mawile (Shadow),303,Steel,Fairy,155,141,137,998912.4357441164,48.5,1494,ASTONISH,IRON_HEAD,PLAY_ROUGH
Aron,304,Steel,Rock,121,141,137,822870.062886711,50.0,1187,METAL_CLAW,BODY_SLAM,IRON_HEAD
Aron (Shadow),304,Steel,Rock,121,141,137,822870.062886711,50.0,1187,METAL_CLAW,BODY_SLAM,IRON_HEAD
Lairon,305,Steel,Rock,158,198,155,762886.0216052629,30.5,1494,IRON_TAIL,BODY_SLAM,HEAVY_SLAM
Lairon (Shadow),305,Steel,Rock,158,198,155,762886.0216052629,30.5,1494,IRON_TAIL,BODY_SLAM,HEAVY_SLAM
Aggron,306,Steel,Rock,198,257,172,397848.85611604754,20.0,1485,DRAGON_TAIL,HEAVY_SLAM,STONE_EDGE
Aggron (Mega),306,Steel,None,247,331,172,219348.95553417766,14.0,1472,DRAGON_TAIL,HEAVY_SLAM,STONE_EDGE
Aggron (Shadow),306,Steel,Rock,198,257,172,397848.85611604754,20.0,1485,DRAGON_TAIL,HEAVY_SLAM,STONE_EDGE
Meditite,307,Fighting,Psychic,78,107,102,299698.63464372535,50.0,575,CONFUSION,ICE_PUNCH,LOW_SWEEP
Medicham,308,Fighting,Psychic,121,152,155,1003614.3646327541,50.0,1311,COUNTER,DYNAMIC_PUNCH,ICE_PUNCH
Medicham (Mega),308,Fighting,Psychic,205,179,155,475347.84567151894,24.5,1492,COUNTER,DYNAMIC_PUNCH,ICE_PUNCH
Electrike,309,Electric,None,123,78,120,405309.8632345049,50.0,840,QUICK_ATTACK,DISCHARGE,SWIFT
Electrike (Shadow),309,Electric,None,123,78,120,405309.8632345049,50.0,840,QUICK_ATTACK,DISCHARGE,SWIFT
Manectric,310,Electric,None,215,127,172,469120.3471000849,26.0,1474,CHARGE_BEAM,FLAME_BURST,THUNDER
Manectric (Mega),310,Electric,None,286,179,172,224800.88070353473,16.5,1477,CHARGE_BEAM,FLAME_BURST,THUNDER
Manectric (Shadow),310,Electric,None,215,127,172,469120.3471000849,26.0,1474,CHARGE_BEAM,FLAME_BURST,THUNDER
Plusle,311,Electric,None,167,129,155,844935.9858056399,41.0,1493,QUICK_ATTACK,DISCHARGE,SWIFT
Minun,312,Electric,None,147,150,155,1022433.4662679923,45.5,1499,QUICK_ATTACK,DISCHARGE,SWIFT
Volbeat,313,Bug,None,143,166,163,997720.1158080349,41.5,1497,STRUGGLE_BUG,BUG_BUZZ,SIGNAL_BEAM
Illumise,314,Bug,None,143,166,163,997720.1158080349,41.5,1497,STRUGGLE_BUG,BUG_BUZZ,DAZZLING_GLEAM
Roselia,315,Grass,Poison,186,131,137,729278.255120764,37.5,1500,POISON_JAB,DAZZLING_GLEAM,PETAL_BLIZZARD
Gulpin,316,Poison,None,80,99,172,479578.64993100887,50.0,737,POUND,GUNK_SHOT,ICE_BEAM
Swalot,317,Poison,None,140,159,225,911045.0828263295,33.5,1500,INFESTATION,GUNK_SHOT,ICE_BEAM
Carvanha,318,Water,Dark,171,39,128,300522.43517875485,50.0,853,BITE,AQUA_JET,CRUNCH
Carvanha (Shadow),318,Water,Dark,171,39,128,300522.43517875485,50.0,853,BITE,AQUA_JET,CRUNCH
Sharpedo,319,Water,Dark,243,83,172,456423.45407516486,28.5,1476,BITE,CRUNCH,HYDRO_PUMP
Sharpedo (Shadow),319,Water,Dark,243,83,172,456423.45407516486,28.5,1476,BITE,CRUNCH,HYDRO_PUMP
Wailmer,320,Water,None,136,68,277,901848.9467448216,50.0,1317,SPLASH,BODY_SLAM,HEAVY_SLAM
Wailmer (Shadow),320,Water,None,136,68,277,901848.9467448216,50.0,1317,SPLASH,BODY_SLAM,HEAVY_SLAM
Wailord,321,Water,None,175,87,347,624446.2755593491,27.5,1492,WATER_GUN,BLIZZARD,HYPER_BEAM
Wailord (Shadow),321,Water,None,175,87,347,624446.2755593491,27.5,1492,WATER_GUN,BLIZZARD,HYPER_BEAM
Numel,322,Fire,Ground,119,79,155,512993.61906875385,50.0,929,EMBER,BULLDOZE,HEAT_WAVE
Numel (Shadow),322,Fire,Ground,119,79,155,512993.61906875385,50.0,929,EMBER,BULLDOZE,HEAT_WAVE
Camerupt,323,Fire,Ground,194,136,172,566185.5348162616,28.0,1482,EMBER,EARTHQUAKE,OVERHEAT
Camerupt (Shadow),323,Fire,Ground,194,136,172,566185.5348162616,28.0,1482,EMBER,EARTHQUAKE,OVERHEAT
Torkoal,324,Fire,None,151,203,172,769303.1314083507,29.5,1485,EMBER,EARTHQUAKE,OVERHEAT
Spoink,325,Psychic,None,125,122,155,832161.75840852,50.0,1213,SPLASH,MIRROR_COAT,PSYBEAM
Spoink (Shadow),325,Psychic,None,125,122,155,832161.75840852,50.0,1213,SPLASH,MIRROR_COAT,PSYBEAM
Grumpig,326,Psychic,None,171,188,190,610128.3465693246,26.0,1499,CHARGE_BEAM,MIRROR_COAT,PSYCHIC
