left_pokemon_type_1,left_pokemon_type_2,left_pokemon_fast_move,left_pokemon_charge_move_1,left_pokemon_charge_move_2,left_pokemon_fast_move_type,left_pokemon_charge_move_1_type,left_pokemon_charge_move_2_type,left_pokemon_dex,left_pokemon_attack,left_pokemon_defense,left_pokemon_stamina,left_pokemon_overall,right_pokemon_type_1,right_pokemon_type_2,right_pokemon_fast_move,right_pokemon_charge_move_1,right_pokemon_charge_move_2,right_pokemon_fast_move_type,right_pokemon_charge_move_1_type,right_pokemon_charge_move_2_type,right_pokemon_dex,right_pokemon_attack,right_pokemon_defense,right_pokemon_stamina,right_pokemon_overall,winner
rock,grass,Acid,Ancient Power,Grass Knot,normal,flying,fighting,345,100.8,138.6,151,80.9,water,none,Water Gun,Aqua Tail,Last Resort,fighting,water,grass,134,119.0,97.2,163,77.3,0
bug,steel,Fury Cutter,X-Scissor,Techno Blast (Normal),fighting,water,grass,649,141.1,111.7,100,82.6,normal,none,Quick Attack,Swift,Dig,normal,flying,fighting,133,100.0,108.4,135,59.4,1
water,none,Water Gun,Aqua Tail,Last Resort,normal,flying,fighting,134,119.0,97.2,163,77.3,fire,psychic,Fire Spin,Blast Burn,Mystical Fire,fire,fire,fire,655,132.6,115.6,109,67.0,0
water,poison,Acid,Scald,Sludge Wave,fire,fire,fire,73,110.1,139.9,132,86.0,psychic,flying,Dragon Tail,Fly,Aeroblast,normal,flying,fighting,249,102.4,165.0,129,74.5,1
normal,none,Lick,Swift,Cross Chop,normal,flying,fighting,216,130.2,90.8,142,65.0,ghost,grass,Hex,Shadow Ball,Seed Bomb,fire,fire,fire,711,117.0,153.4,106,79.8,0
steel,none,Shadow Claw,Close Combat,Trailblaze,normal,flying,fighting,863,128.9,114.6,117,80.3,fighting,none,Counter,Ice Punch,Thunder Punch,ghost,ghost,grass,107,128.2,137.3,98,69.8,0
poison,none,Poison Sting,Sludge Bomb,Dig,normal,flying,fighting,33,124.2,103.7,140,70.0,water,rock,Bubble,Power Gem,Rock Blast,ghost,ghost,grass,222,109.3,141.6,133,72.0,0
dark,none,Snarl,Dark Pulse,Play Rough,ghost,ghost,grass,510,140.9,89.3,126,58.0,psychic,none,Confusion,Future Sight,Psychic,normal,flying,fighting,575,112.5,130.8,135,60.3,1
psychic,flying,Air Slash,Brave Bird,Fly,normal,flying,fighting,628,128.6,89.1,151,58.5,grass,flying,Leafage,Brave Bird,Seed Bomb,ghost,ghost,grass,723,112.3,116.8,152,74.1,0
fairy,none,Tackle,Energy Ball,Draining Kiss,normal,flying,fighting,684,104.2,112.6,145,50.5,electric,none,Thunder Shock,Thunder Punch,Return,ghost,ghost,grass,125,130.9,112.6,115,72.5,0
rock,none,Counter,Meteor Beam,Trailblaze,normal,flying,fighting,185,117.2,130.1,125,64.9,fighting,none,Fury Cutter,Leaf Blade,Brave Bird,ghost,ghost,grass,83,137.9,97.8,120,83.9,0
poison,water,Poison Jab,Brine,Sludge Wave,fighting,rock,grass,748,92.3,222.0,118,88.1,water,none,Water Gun,Aqua Tail,Aqua Jet,ghost,ghost,grass,728,113.4,99.2,127,63.3,0
ghost,grass,Astonish,Grass Knot,Foul Play,ghost,ghost,grass,710,115.1,116.8,119,74.3,bug,rock,Smack Down,Rock Tomb,X-Scissor,fighting,rock,grass,557,111.8,120.2,127,61.2,1
steel,psychic,Confusion,Doom Desire,Dazzling Gleam,ghost,ghost,grass,385,120.5,119.4,129,74.7,psychic,none,Confusion,Psyshock,Return,fighting,rock,grass,96,87.4,126.9,142,55.2,1
dark,none,Sucker Punch,Crunch,Poison Fang,ghost,ghost,grass,262,125.9,104.3,134,81.3,rock,none,Counter,Meteor Beam,Trailblaze,fighting,rock,grass,185,117.2,130.1,125,64.9,1
rock,fairy,Rock Throw,Power Gem,Rock Slide,fighting,rock,grass,719,119.2,175.2,89,67.4,water,none,Mud Shot,Weather Ball (Water),Earthquake,ghost,ghost,grass,186,114.7,121.7,140,77.6,0
steel,fairy,Fairy Wind,Iron Head,Play Rough,ghost,ghost,grass,303,125.9,121.2,117,77.4,rock,ice,Powder Snow,Weather Ball (Ice),Thunderbolt,fighting,rock,grass,698,114.3,104.2,164,80.0,1
bug,poison,Poison Sting,Sludge Bomb,Signal Beam,fighting,rock,grass,544,96.6,158.0,113,60.0,water,none,Mud Slap,Mud Bomb,Body Slam,fairy,steel,fairy,422,99.2,100.8,166,68.4,0
dark,dragon,Dragon Tail,Brutal Swing,Sludge Bomb,fighting,rock,grass,799,113.3,65.5,266,86.3,bug,steel,Bug Bite,X-Scissor,Stone Edge,fairy,steel,fairy,632,135.9,121.2,100,72.8,0
water,none,Water Gun,Aqua Jet,Aerial Ace,fighting,rock,grass,913,124.7,103.1,139,70.9,fire,ghost,Fire Spin,Bone Club,Shadow Bone,fairy,steel,fairy,105,110.8,145.0,126,87.3,0
grass,steel,Razor Leaf,Leaf Blade,Night Slash,fighting,rock,grass,798,170.7,98.8,78,68.2,fairy,none,Charm,Close Combat,Crunch,fairy,steel,fairy,210,135.3,87.7,139,74.0,0
fairy,none,Charm,Thunderbolt,Draining Kiss,fighting,rock,grass,682,105.0,107.6,168,76.5,ghost,grass,Astonish,Grass Knot,Foul Play,fairy,steel,fairy,710,113.4,115.1,133,78.7,0
grass,steel,Metal Claw,Iron Head,Return,fighting,rock,grass,597,81.5,142.9,119,50.7,normal,flying,Steel Wing,Fly,Drill Run,fairy,steel,fairy,22,132.6,102.7,124,59.5,0
psychic,fairy,Charm,Psyshock,Power Whip,fairy,steel,fairy,858,144.0,116.5,93,69.9,psychic,none,Confusion,Swift,Future Sight,fighting,rock,grass,482,152.6,91.4,105,56.6,1
grass,dark,Sucker Punch,Trailblaze,Dynamic Punch,fairy,steel,fairy,332,148.9,83.5,121,72.9,psychic,none,Confusion,Rock Slide,Dark Pulse,fighting,rock,grass,606,134.4,105.7,116,55.2,1
normal,none,Mud Shot,Swift,Crunch,fighting,rock,grass,925,117.3,123.7,132,71.7,bug,none,Tackle,Silver Wind,Dazzling Gleam,dark,grass,fighting,314,111.1,136.8,132,58.5,0
electric,none,Volt Switch,Brutal Swing,Trailblaze,dark,grass,fighting,181,127.4,106.8,129,77.8,dark,flying,Snarl,Brave Bird,Dark Pulse,fighting,rock,grass,430,150.6,68.3,145,65.0,1
electric,none,Volt Switch,Discharge,Hyper Beam,dark,grass,fighting,101,123.1,127.2,116,70.6,fighting,ice,Bubble,Ice Punch,Brick Break,fighting,rock,grass,740,136.8,87.9,135,60.5,1
grass,fairy,Fairy Wind,Seed Bomb,Moonblast,fighting,rock,grass,547,118.4,133.1,119,81.3,normal,none,Double Kick,Triple Axel,Focus Blast,dark,grass,fighting,428,112.1,146.4,121,70.8,0
fire,none,Karate Chop,Fire Punch,Thunderbolt,dark,grass,fighting,467,141.4,103.4,108,76.3,normal,none,Astonish,Crunch,Disarming Voice,fighting,rock,grass,295,119.8,98.4,158,68.3,1
poison,none,Poison Jab,Sludge Bomb,Fell Stinger,fighting,fire,electric,803,119.7,113.6,137,68.1,grass,none,Rock Smash,Rock Slide,Seed Bomb,fighting,rock,grass,672,116.0,98.3,151,41.0,1
ice,fairy,Powder Snow,Weather Ball (Ice),Dazzling Gleam,fighting,fire,electric,38,115.1,133.6,126,84.5,grass,normal,Magical Leaf,Earth Power,Trailblaze,fighting,rock,grass,929,119.3,121.8,129,71.8,1
steel,poison,Metal Sound,Overheat,Gyro Ball,fighting,fire,electric,966,135.7,106.6,114,63.4,ice,ghost,Hex,Avalanche,Shadow Ball,fighting,rock,grass,478,122.6,115.6,128,85.3,1
rock,steel,Spark,Rock Slide,Zap Cannon,fighting,fire,electric,476,96.8,200.0,119,73.5,bug,flying,Air Slash,Air Cutter,Lunge,fighting,rock,grass,284,130.3,107.8,122,63.4,1
rock,electric,Volt Switch,Rock Tomb,Rock Slide,fighting,fire,electric,74,123.5,123.5,113,69.2,steel,psychic,Metal Sound,Psyshock,Payback,fighting,rock,grass,437,111.3,151.8,119,86.7,1
normal,none,Bite,Stomp,Disarming Voice,fighting,rock,grass,294,125.2,80.7,178,59.5,fairy,steel,Fairy Wind,Play Rough,Bulldoze,fighting,fire,electric,959,107.3,136.3,143,88.3,0
fighting,flying,Poison Jab,Flying Press,Aerial Ace,fighting,rock,grass,701,128.9,108.8,124,78.9,psychic,none,Hidden Power (Fighting),Psyshock,Shadow Ball,fairy,fairy,ground,579,127.6,93.7,147,51.1,0
dark,dragon,Dragon Breath,Brutal Swing,Flash Cannon,fairy,fairy,ground,635,136.6,103.5,116,79.9,fairy,none,Zen Headbutt,Disarming Voice,Swift,fighting,rock,grass,35,102.5,103.4,157,39.5,1
water,none,Charm,Aqua Jet,Disarming Voice,fighting,rock,grass,729,124.8,115.4,123,63.5,electric,steel,Thunder Shock,Fell Stinger,Wild Charge,fairy,fairy,ground,777,132.1,105.6,121,89.8,0
grass,none,Fury Cutter,Leaf Blade,Superpower,fairy,fairy,ground,754,126.9,114.6,121,86.5,psychic,none,Sucker Punch,Psychic,Thunderbolt,fighting,rock,grass,678,117.6,124.5,130,62.4,1
ghost,grass,Shadow Claw,Seed Bomb,Shadow Ball,fairy,fairy,ground,709,127.8,104.6,131,81.0,fire,flying,Incinerate,Fly,Brave Bird,fighting,rock,grass,663,122.1,114.7,131,85.4,1
bug,electric,Volt Switch,X-Scissor,Discharge,fighting,rock,grass,737,116.1,132.4,126,82.3,water,none,Mud Slap,Mud Bomb,Body Slam,fairy,fairy,ground,422,99.2,100.8,166,68.4,0
dark,ghost,Shadow Claw,Foul Play,Power Gem,fairy,fairy,ground,302,121.0,123.5,124,88.9,psychic,flying,Air Slash,Brave Bird,Fly,fighting,rock,grass,628,128.6,89.1,151,58.5,1
normal,flying,Steel Wing,Fly,Drill Run,fairy,fairy,ground,22,132.6,102.7,124,59.5,rock,none,Sucker Punch,Stone Edge,Trailblaze,fighting,rock,grass,745,145.2,92.5,115,63.9,1
grass,none,Bullet Seed,Dazzling Gleam,Solar Beam,fighting,rock,grass,421,122.9,115.2,129,53.0,psychic,none,Hidden Power (Psychic),Struggle,,fairy,fairy,ground,201,126.9,89.1,125,38.1,0
normal,none,Tackle,Trailblaze,Horn Attack,fighting,rock,grass,128,125.1,118.9,120,66.4,water,none,Water Gun,Surf,Water Pulse,fairy,fairy,ground,817,137.9,91.4,128,58.9,0
water,ice,Ice Shard,Icy Wind,Liquidation,fairy,fairy,ground,91,119.7,166.0,94,68.5,poison,ground,Poison Sting,Earthquake,Stone Edge,fighting,rock,grass,980,94.2,119.4,209,92.1,1
bug,none,Tackle,Silver Wind,Dazzling Gleam,ice,ice,water,314,111.1,136.8,132,58.5,bug,none,Fury Cutter,Close Combat,X-Scissor,fighting,rock,grass,127,141.3,111.5,101,76.9,1
ice,none,Ice Fang,Ice Punch,Ice Beam,fighting,rock,grass,554,132.0,83.5,154,68.2,ice,flying,Ice Shard,Triple Axel,Ancient Power,ice,ice,water,144,113.2,143.6,122,70.7,0
dragon,flying,Dragon Tail,Fly,Outrage,fighting,rock,grass,373,142.9,92.6,117,69.9,ground,ghost,Shadow Claw,Rock Tomb,Shadow Ball,ice,ice,water,867,112.2,168.3,106,89.2,0
ground,none,Mud Slap,Bone Club,Return,fighting,rock,grass,104,88.2,133.6,127,69.8,electric,none,Spark,Wild Charge,Flame Charge,ice,ice,water,523,137.7,95.5,123,62.9,0
psychic,fire,Quick Attack,V-Create,Psychic,ice,ice,water,494,120.5,119.4,129,73.4,flying,dark,Sucker Punch,Fly,Rock Tomb,fighting,rock,grass,962,128.0,115.3,118,80.9,1
normal,none,Double Kick,Body Slam,Payback,ice,ice,water,832,111.0,141.7,128,78.6,rock,none,Sucker Punch,Stone Edge,Drill Run,fighting,rock,grass,745,144.6,92.0,117,63.5,1
water,none,Water Gun,Body Slam,Water Pulse,ice,ice,water,366,124.4,126.0,105,63.6,grass,flying,Air Slash,Leaf Blade,Aerial Ace,fighting,rock,grass,357,101.4,127.3,170,81.5,1
psychic,none,Confusion,Psychic Fangs,Shadow Ball,ice,ice,water,196,147.6,104.1,98,63.1,ghost,poison,Shadow Claw,Shadow Punch,Sludge Bomb,fighting,rock,grass,94,156.6,94.3,97,80.7,1
ground,psychic,Mud Slap,Rock Tomb,Ice Beam,fighting,rock,grass,344,102.7,173.3,121,88.4,grass,ice,Powder Snow,Icy Wind,Energy Ball,ice,ice,water,460,117.9,111.4,143,80.7,0
grass,poison,Poison Sting,Weather Ball (Fire),Leaf Storm,fighting,rock,grass,407,143.1,114.9,95,80.4,ghost,grass,Astonish,Grass Knot,Foul Play,ice,ice,grass,710,114.3,116.0,126,76.4,0
grass,none,Vine Whip,Frenzy Plant,Aerial Ace,fighting,rock,grass,497,110.2,143.6,128,84.2,fire,ghost,Incinerate,Shadow Ball,Flame Charge,ice,ice,grass,937,136.9,114.0,105,71.5,0
rock,ground,Bite,Ancient Power,Dig,fighting,rock,grass,247,121.1,112.7,136,55.5,ghost,grass,Shadow Claw,Power Whip,Wrap,ice,ice,grass,781,139.8,109.3,105,75.2,0
water,psychic,Psywave,Surf,Power Gem,fighting,rock,grass,121,132.2,121.8,104,79.7,grass,none,Vine Whip,Frenzy Plant,Earthquake,ice,ice,grass,154,111.5,138.4,130,82.1,0
normal,none,Bite,Rock Tomb,Crunch,fighting,rock,grass,735,134.9,85.7,144,58.0,electric,psychic,Thunder Shock,Wild Charge,Trailblaze,ice,ice,grass,26,136.2,111.7,108,81.2,0
grass,fighting,Vine Whip,Frenzy Plant,Superpower,ice,ice,grass,652,119.9,124.6,125,82.4,bug,water,Fury Cutter,X-Scissor,Aqua Jet,fighting,rock,grass,768,125.2,133.6,107,91.9,1
poison,ground,Poison Sting,Earth Power,Poison Fang,fighting,rock,grass,31,117.8,116.5,139,84.9,normal,dragon,Dragon Breath,Swift,Fly,ice,ice,grass,780,136.8,104.2,114,79.8,0
ghost,flying,Hex,Icy Wind,Shadow Ball,fighting,rock,grass,426,119.8,75.0,208,87.4,poison,none,Acid,Dark Pulse,Sludge Wave,ice,ice,grass,24,123.7,120.1,121,69.6,0
water,none,Water Gun,Aqua Jet,Crunch,fighting,rock,grass,158,110.9,104.2,127,59.9,fire,flying,Incinerate,Fly,Brave Bird,ice,ice,grass,663,122.1,114.7,131,85.4,0
water,poison,Acid,Scald,Sludge Wave,ice,ice,grass,73,110.1,139.9,132,86.0,fighting,none,Tackle,Body Slam,Crunch,fighting,rock,grass,674,123.3,100.2,147,57.9,1
water,none,Water Gun,Surf,Crunch,ice,ice,grass,516,136.6,94.5,126,61.7,rock,ground,Rock Throw,Breaking Swipe,Stone Edge,fighting,rock,grass,95,84.0,207.6,105,64.8,1
grass,fairy,Astonish,Moonblast,Seed Bomb,fighting,rock,grass,756,116.8,132.3,124,73.2,rock,none,Mud Slap,Rock Slide,Bulldoze,ice,ice,grass,525,123.3,110.7,131,64.2,0
normal,flying,Air Slash,Fly,Close Combat,fighting,rock,grass,628,134.3,94.1,132,63.8,grass,none,Fury Cutter,Frenzy Plant,Breaking Swipe,ice,ice,grass,254,136.9,108.5,110,77.3,0
normal,flying,Air Slash,Sky Attack,Hyper Beam,bug,grass,dragon,521,139.2,96.2,120,48.6,normal,none,Rollout,Body Slam,Thunderbolt,flying,flying,fighting,241,105.4,135.5,148,81.7,1
water,flying,Wing Attack,Weather Ball (Water),Hurricane,flying,flying,fighting,279,123.3,128.7,114,79.3,grass,dark,Snarl,Leaf Blade,Foul Play,bug,grass,dragon,275,134.2,87.7,142,73.6,0
psychic,none,Charge Beam,Psyshock,Dazzling Gleam,flying,flying,fighting,518,113.7,108.9,159,58.2,rock,dragon,Dragon Tail,Meteor Beam,Crunch,bug,grass,dragon,697,130.2,113.4,116,66.2,0
grass,normal,Magical Leaf,Earth Power,Trailblaze,flying,flying,fighting,930,129.9,115.5,115,67.1,rock,fairy,Rock Throw,Power Gem,Moonblast,bug,grass,dragon,703,84.9,247.9,126,90.3,0
normal,fighting,Tackle,Superpower,Stomp,rock,rock,fairy,759,125.2,90.8,157,65.4,water,fighting,Wing Attack,Close Combat,Aqua Jet,flying,flying,fighting,914,137.9,97.1,121,72.4,1
grass,dragon,Dragon Breath,Fly,Seed Bomb,rock,rock,fairy,841,138.8,100.8,115,66.1,fighting,none,Bubble,Crabhammer,Power-Up Punch,flying,flying,fighting,739,135.7,99.1,122,59.6,1
bug,poison,Poison Sting,Sludge Bomb,Signal Beam,rock,rock,fairy,544,96.6,158.0,113,60.0,fire,none,Fire Fang,Fire Punch,Flame Charge,flying,flying,fighting,554,132.0,83.5,154,71.2,1
ice,none,Powder Snow,Weather Ball (Ice),Blizzard,flying,flying,fighting,351,113.4,119.6,146,79.3,ghost,grass,Astonish,Grass Knot,Foul Play,rock,rock,fairy,710,113.4,115.1,133,78.7,0
fire,none,Karate Chop,Fire Punch,Thunderbolt,flying,flying,fighting,467,141.4,103.4,108,76.3,bug,fire,Ember,Flame Charge,Bug Buzz,rock,rock,fairy,636,131.7,99.2,130,66.7,0
grass,none,Fury Cutter,Frenzy Plant,Breaking Swipe,rock,rock,fairy,254,136.9,108.5,110,77.3,fire,none,Karate Chop,Fire Punch,Scorching Sands,flying,flying,fighting,126,136.6,107.5,112,77.0,1
electric,none,Thunder Shock,Wild Charge,Trailblaze,rock,rock,fairy,26,133.6,110.6,113,85.7,steel,none,Metal Sound,Mirror Shot,Zap Cannon,flying,flying,fighting,601,124.9,140.2,102,68.2,1
fire,ghost,Ember,Fire Punch,Wild Charge,rock,rock,fairy,157,139.6,105.1,109,77.3,bug,rock,Fury Cutter,X-Scissor,Stone Edge,flying,flying,fighting,900,144.2,105.1,102,77.1,1
bug,electric,Volt Switch,X-Scissor,Fly,flying,flying,fighting,738,146.4,94.4,111,71.2,dark,dragon,Dragon Breath,Brutal Swing,Flash Cannon,rock,rock,fairy,635,136.6,103.5,116,79.9,0
fire,none,Fire Fang,Wild Charge,Psychic Fangs,flying,flying,fighting,59,132.7,104.0,122,78.5,rock,none,Sucker Punch,Stone Edge,Drill Run,dragon,dark,steel,745,144.6,92.0,117,63.5,0
psychic,none,Confusion,Psyshock,Return,dragon,dark,steel,96,87.4,126.9,142,55.2,rock,psychic,Psywave,Rock Slide,Moonblast,flying,flying,fighting,337,119.8,108.8,143,74.8,1
fire,ghost,Incinerate,Shadow Ball,Flame Charge,flying,flying,fighting,937,136.9,114.0,105,71.5,normal,flying,Quick Attack,Brave Bird,Fly,dragon,dark,steel,397,131.9,91.6,135,76.5,0
grass,none,Magical Leaf,Triple Axel,High Jump Kick,flying,flying,fighting,763,131.6,119.9,108,64.6,grass,none,Bullet Seed,Dazzling Gleam,Solar Beam,dragon,dark,steel,421,122.9,115.2,129,53.0,0
normal,none,Mud Shot,Swift,Crunch,dragon,dark,steel,925,117.3,123.7,132,71.7,dragon,ground,Dragon Tail,Crunch,Earthquake,flying,flying,fighting,718,138.1,119.1,98,64.4,1
psychic,none,Confusion,Swift,Future Sight,flying,flying,fighting,482,152.6,91.4,105,56.6,rock,steel,Rock Throw,Stone Edge,Bulldoze,dragon,dark,steel,805,119.4,169.8,92,68.3,0
psychic,grass,Magical Leaf,Seed Bomb,Leaf Storm,flying,flying,fighting,251,120.5,119.4,129,61.7,ground,ghost,Shadow Claw,Rock Tomb,Shadow Ball,dragon,dark,steel,867,112.2,168.3,106,89.2,0
grass,poison,Acid,Sludge Bomb,Petal Blizzard,flying,flying,fighting,45,129.1,110.9,121,68.8,grass,fairy,Fairy Wind,Seed Bomb,Moonblast,dragon,dark,steel,547,118.4,133.1,119,81.3,0
fighting,ice,Bubble,Ice Punch,Brick Break,dragon,dark,steel,740,136.8,87.9,135,60.5,rock,none,Rock Throw,Stone Edge,Rock Slide,flying,flying,fighting,874,125.6,108.0,131,63.1,1
bug,none,Fury Cutter,Close Combat,X-Scissor,flying,flying,fighting,127,141.3,111.5,101,76.9,grass,flying,Air Slash,Leaf Blade,Aerial Ace,dragon,dark,steel,357,101.4,127.3,170,81.5,0
ground,none,Sand Attack,Rock Tomb,Dig,dragon,dark,steel,449,115.3,111.1,152,84.9,ice,none,Astonish,Avalanche,Flash Cannon,flying,flying,fighting,584,131.5,116.8,110,62.7,1
electric,ice,Thunder Shock,Thunderbolt,Blizzard,ground,rock,ground,479,129.2,143.2,93,61.6,water,psychic,Confusion,Aqua Tail,Psychic Fangs,flying,flying,fighting,779,137.3,100.4,118,74.4,1
bug,flying,Quick Attack,Aerial Ace,Silver Wind,flying,flying,fighting,193,131.6,87.4,148,63.6,fairy,none,Vine Whip,Grass Knot,Draining Kiss,ground,rock,ground,764,116.9,155.4,105,66.5,0
psychic,none,Confusion,Swift,Future Sight,flying,flying,fighting,481,124.1,125.8,116,62.3,grass,none,Vine Whip,Frenzy Plant,Earthquake,ground,rock,ground,154,111.5,138.4,130,82.1,0
fire,flying,Ember,Blast Burn,Dragon Claw,flying,flying,fighting,6,132.2,108.3,117,78.5,fire,none,Ember,Overheat,Earthquake,ground,rock,ground,324,107.6,151.3,127,73.6,0
steel,psychic,Bullet Punch,Meteor Mash,Earthquake,flying,flying,fighting,376,132.8,123.6,102,66.2,fighting,dark,Karate Chop,Close Combat,Night Slash,ground,rock,ground,675,134.5,92.0,134,89.5,0
fire,none,Ember,Flame Charge,Dig,flying,flying,fighting,156,127.1,109.1,127,67.7,ghost,grass,Shadow Claw,Seed Bomb,Shadow Ball,ground,rock,ground,709,127.8,104.6,131,81.0,0
electric,psychic,Thunder Shock,Wild Charge,Trailblaze,ground,rock,ground,26,136.2,111.7,108,81.2,fighting,none,Poison Jab,Brick Break,Stone Edge,flying,flying,fighting,533,124.8,99.8,143,67.2,1
dragon,none,Water Gun,Muddy Water,Dragon Pulse,flying,flying,fighting,705,115.2,132.6,127,64.7,poison,none,Poison Jab,Thunder Punch,Dark Pulse,ground,rock,ground,89,117.3,111.3,146,76.2,0
fighting,none,Double Kick,Close Combat,Trailblaze,fighting,fighting,grass,128,127.8,123.1,111,76.1,electric,none,Volt Switch,Discharge,Hyper Beam,flying,flying,fighting,101,123.1,127.2,116,70.6,1
electric,none,Volt Switch,Brutal Swing,Trailblaze,fighting,fighting,grass,181,127.4,106.8,129,77.8,normal,psychic,Confusion,Stomp,Wild Charge,flying,flying,fighting,899,127.0,96.8,143,65.4,1
fairy,steel,Fairy Wind,Play Rough,Bulldoze,fighting,fighting,grass,959,107.3,136.3,143,88.3,ghost,grass,Hex,Shadow Ball,Seed Bomb,flying,flying,fighting,711,115.8,128.8,130,82.0,1
grass,poison,Acid,Power Whip,Sludge Bomb,fighting,fighting,grass,70,137.8,84.3,139,69.0,water,none,Rollout,Scald,Body Slam,flying,flying,fighting,320,117.4,68.3,239,81.1,1
electric,none,Thunder Shock,Thunder Punch,Brick Break,poison,grass,poison,239,126.0,97.5,120,69.1,grass,dragon,Astonish,Outrage,Seed Bomb,flying,flying,fighting,842,117.2,100.8,162,67.9,1
bug,electric,Fury Cutter,Discharge,Lunge,poison,grass,poison,596,139.0,93.8,124,79.3,normal,none,Astonish,Aerial Ace,Return,flying,flying,fighting,424,133.9,99.9,124,64.1,1
bug,electric,Volt Switch,X-Scissor,Discharge,poison,grass,poison,737,116.1,132.4,126,82.3,ground,flying,Fury Cutter,Earthquake,Aerial Ace,flying,flying,fighting,472,115.7,143.9,116,85.7,1
ghost,flying,Air Slash,Air Cutter,Aerial Ace,flying,flying,fighting,741,130.9,101.4,128,66.4,dragon,none,Dragon Tail,Dragon Claw,Aqua Tail,poison,grass,poison,611,145.5,89.3,119,75.8,0
grass,none,Razor Leaf,Body Slam,Energy Ball,flying,flying,fighting,388,118.3,116.1,138,67.8,grass,none,Vine Whip,Power Whip,Crunch,poison,grass,poison,455,130.2,101.2,130,67.4,0
steel,none,Shadow Claw,Close Combat,Trailblaze,poison,grass,poison,863,128.9,114.6,117,80.3,fire,none,Fire Spin,Flame Charge,Flamethrower,flying,flying,fighting,814,130.0,102.1,130,67.0,1
water,none,Water Gun,Aqua Jet,Aerial Ace,ghost,fighting,grass,913,124.7,103.1,139,70.9,normal,flying,Gust,Air Cutter,Brave Bird,flying,flying,fighting,18,117.2,113.8,143,79.0,1
fairy,none,Fairy Wind,Moonblast,Trailblaze,ghost,fighting,grass,671,120.1,142.1,109,83.4,dragon,none,Dragon Tail,Breaking Swipe,Surf,flying,flying,fighting,612,151.1,95.7,102,73.8,1
psychic,none,Hidden Power (Fighting),Psyshock,Shadow Ball,ghost,fighting,grass,579,127.6,93.7,147,51.1,dragon,none,Dragon Breath,Flamethrower,Twister,flying,flying,fighting,372,123.3,118.4,123,69.9,1
poison,fairy,Fairy Wind,Sludge,Brutal Swing,flying,flying,fighting,110,118.4,138.9,115,87.7,water,ground,Mud Shot,Mud Bomb,Surf,ghost,fighting,grass,259,120.3,108.9,142,82.1,0
ghost,grass,Astonish,Grass Knot,Foul Play,flying,flying,fighting,710,111.8,113.4,141,80.8,rock,steel,Rock Throw,Stone Edge,Bulldoze,ghost,fighting,grass,805,119.4,169.8,92,68.3,0
ghost,flying,Air Slash,Air Cutter,Aerial Ace,flying,flying,flying,741,130.9,101.4,128,66.4,electric,fairy,Thunder Shock,Parabolic Charge,Play Rough,flying,flying,fighting,702,124.2,108.7,133,90.3,1
psychic,none,Confusion,Swift,Future Sight,flying,flying,flying,481,124.1,125.8,116,62.3,electric,none,Spark,Wild Charge,Psychic Fangs,flying,flying,fighting,405,138.0,99.0,118,71.8,1
ground,dragon,Dragon Tail,Scorching Sands,Dragon Claw,flying,flying,fighting,330,129.2,109.6,123,79.0,fairy,steel,Fairy Wind,Play Rough,Flash Cannon,flying,flying,flying,958,104.2,134.4,149,86.2,0
steel,fairy,Astonish,Foul Play,Play Rough,flying,flying,fighting,707,119.0,134.2,118,83.7,ghost,none,Astonish,Dynamic Punch,Shadow Punch,flying,flying,flying,477,119.8,172.9,90,91.1,0
psychic,none,Confusion,Dark Pulse,Psychic,flying,flying,flying,605,134.0,94.7,132,54.6,fire,ghost,Fire Spin,Bone Club,Shadow Bone,flying,flying,fighting,105,110.8,145.0,126,87.3,1
fire,flying,Incinerate,Brave Bird,Earthquake,psychic,dark,psychic,250,123.6,128.2,114,73.5,water,psychic,Confusion,Psyshock,Water Pulse,flying,flying,fighting,79,104.2,95.0,186,66.6,1
bug,rock,Fury Cutter,X-Scissor,Rock Slide,psychic,dark,psychic,558,120.9,134.1,114,81.9,ground,flying,Mud Shot,Earth Power,Rock Slide,flying,flying,fighting,645,139.9,100.5,114,70.2,1
poison,none,Poison Sting,Poison Fang,Thunderbolt,psychic,dark,psychic,30,110.9,113.4,157,81.1,normal,flying,Steel Wing,Fly,Drill Run,flying,flying,fighting,22,132.6,102.7,124,59.5,1
ice,none,Powder Snow,Weather Ball (Ice),Blizzard,flying,flying,fighting,351,113.4,119.6,146,79.3,water,none,Rollout,Scald,Body Slam,psychic,dark,psychic,320,117.4,68.3,239,81.1,0
fighting,flying,Poison Jab,Flying Press,Aerial Ace,flying,flying,fighting,701,128.9,108.8,124,78.9,psychic,flying,Air Slash,Brave Bird,Fly,psychic,dark,psychic,628,128.6,89.1,151,58.5,0
water,none,Mud Shot,Weather Ball (Water),Earthquake,psychic,dark,psychic,186,114.7,121.7,140,77.6,grass,none,Quick Attack,Leaf Blade,Aerial Ace,flying,flying,fighting,253,137.4,101.7,117,73.4,1
water,none,Rollout,Hydro Cannon,Skull Bash,flying,flying,fighting,9,111.5,140.7,127,87.0,ice,none,Powder Snow,Avalanche,Body Slam,psychic,dark,psychic,975,120.7,75.9,203,80.6,0
fighting,dark,Sucker Punch,Brick Break,Dynamic Punch,psychic,dark,psychic,892,136.6,97.8,121,82.4,bug,steel,Bug Bite,Sand Tomb,Rock Tomb,flying,flying,fighting,205,110.2,141.6,130,93.6,1
